dt,ID,TotalSapFlow_L_hr,Vh_Outer_cm_hr,Vh_Inner_cm_hr,Dendro_um,TDR315_VWC,SWC_Outer_percent,SWC_Inner_percent,radiation_mtn1300_PAR,humidity_mtn_100,humidity_mtn_300,humidity_mtn_700,humidity_mtn_1300,temperature_mtn_100,temperature_mtn_300,temperature_mtn_700,temperature_mtn_1300,humidity_mtn_2000,temperature_mtn_2000,VPD_1m,VPD_3m,VPD_7m,VPD_13m,VPD_20m,NW_PAR_1m,NW_PAR_3m,NW_PAR_7m,NW_PAR_13m,period,time,date
2021-11-19T22:15:00Z,SC,3.165,7.14,-0.1,5335,38.9,33.83,44.94,362.832524,84.5676,75.119471,77.289187,72.095017,28.751681,29.823389,30.645252,37.933527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,15:15:00,2021-11-19
2021-11-19T22:30:00Z,SC,NA,NA,NA,5334,38.9,NA,NA,191.720777,85.366451,76.648135,77.693543,66.378142,28.275001,29.580118,30.306644,37.525884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,15:30:00,2021-11-19
2021-11-19T22:45:00Z,SC,3.31,7.39,-0.02,5314,38.8,33.06,44.59,183.337781,85.57356,76.089268,76.355552,71.687373,28.196102,29.626142,30.000912,37.509446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,15:45:00,2021-11-19
2021-11-19T23:00:00Z,SC,3.14,7.04,-0.05,5312,38.8,33.85,44.7,158.846282,84.837171,75.066871,75.201657,65.043438,28.077754,29.261235,29.392733,36.835519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,16:00:00,2021-11-19
2021-11-19T23:15:00Z,SC,3.071,6.94,-0.11,5311,38.8,34.31,45.21,107.56207,84.212556,75.168782,74.47513,64.004604,27.985705,28.95879,29.077138,35.31343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,16:15:00,2021-11-19
2021-11-19T23:30:00Z,SC,2.967,6.71,-0.11,5310,38.8,35.17,45.35,43.78555,83.939698,72.785381,73.515195,68.3276,27.857495,28.422936,28.814142,33.081252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,16:30:00,2021-11-19
2021-11-19T23:45:00Z,SC,2.481,5.86,-0.36,5309,38.8,37.6,46.07,36.224416,82.558969,73.71573,72.841268,70.395406,27.344652,27.942968,27.69641,30.346094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,16:45:00,2021-11-19
2021-11-20T00:00:00Z,SC,2.347,5.58,-0.38,5309,38.9,38.3,46.09,16.499719,79.925722,73.258774,72.450062,71.401365,27.035632,27.209867,27.236167,28.156652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,17:00:00,2021-11-20
2021-11-20T00:15:00Z,SC,2.166,5.27,-0.48,5309,38.9,39.02,46.45,0.226844,82.328847,75.98407,72.54211,74.294321,26.529365,26.71675,27.367665,27.374239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,17:15:00,2021-11-20
2021-11-20T00:30:00Z,SC,1.975,4.9,-0.54,5309,38.9,39.88,46.69,-3.718095,83.121123,75.395616,71.40794,74.392944,26.401154,26.401154,27.400539,27.147405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,17:30:00,2021-11-20
2021-11-20T00:45:00Z,SC,1.889,4.68,-0.51,5309,38.9,40.35,46.57,-4.375585,81.947503,74.15296,70.208021,73.21275,26.138158,26.52279,27.157268,27.068507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,17:45:00,2021-11-20
2021-11-20T01:00:00Z,SC,1.805,4.55,-0.57,5308,38.9,40.78,46.88,-4.375585,81.454386,72.548685,68.810855,72.055568,26.236782,26.203907,27.219729,26.927146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,18:00:00,2021-11-20
2021-11-20T01:15:00Z,SC,1.682,4.33,-0.63,5309,38.9,41.36,46.83,-4.539958,79.958596,71.197543,68.436086,71.536151,26.141446,26.39458,27.058644,26.927146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,18:15:00,2021-11-20
2021-11-20T01:30:00Z,SC,1.592,4.14,-0.64,5309,38.9,41.81,46.78,-4.70433,80.287341,71.020021,67.752296,70.083098,26.171033,26.141446,26.946871,26.835098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,18:30:00,2021-11-20
2021-11-20T01:45:00Z,SC,1.449,3.84,-0.66,5308,38.9,42.17,46.98,-4.375585,78.722515,70.523616,67.292053,70.145559,25.881737,26.302531,27.048782,26.927146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,18:45:00,2021-11-20
2021-11-20T02:00:00Z,SC,1.388,3.76,-0.72,5308,38.9,42.55,46.93,-4.539958,78.019001,70.208021,67.002758,69.918725,25.763389,26.427454,26.854822,26.808798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,19:00:00,2021-11-20
2021-11-20T02:15:00Z,SC,1.369,3.68,-0.68,5309,38.8,42.84,47.1,-4.539958,78.061738,69.856264,66.851535,69.829964,25.967211,26.476766,27.107956,26.904134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,19:15:00,2021-11-20
2021-11-20T02:30:00Z,SC,1.325,3.62,-0.72,5309,38.9,42.84,46.95,-4.539958,80.234742,69.606418,66.190758,69.399308,25.894887,26.374855,26.983033,26.933721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,19:30:00,2021-11-20
2021-11-20T02:45:00Z,SC,1.232,3.46,-0.77,5308,38.9,42.86,46.93,-4.70433,78.495681,69.054126,66.545802,68.902904,25.792976,26.391292,26.992895,26.946871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,19:45:00,2021-11-20
2021-11-20T03:00:00Z,SC,1.227,3.41,-0.73,5309,38.9,43.1,46.88,-4.70433,78.23926,68.906191,66.069122,68.567584,25.648328,26.361705,26.983033,26.99947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,20:00:00,2021-11-20
2021-11-20T03:15:00Z,SC,1.21,3.4,-0.76,5308,38.9,43.29,46.9,-4.375585,78.429932,68.748393,66.04611,68.307875,25.451082,26.348555,26.867972,26.841673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,20:15:00,2021-11-20
2021-11-20T03:30:00Z,SC,1.138,3.23,-0.75,5308,38.9,43.32,46.93,-4.539958,79.449041,71.792572,68.952215,71.292879,25.54313,26.447179,27.144118,26.946871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,20:30:00,2021-11-20
2021-11-20T03:45:00Z,SC,1.089,3.15,-0.78,5309,38.9,43.39,46.86,-4.211213,80.754159,72.098304,67.844345,70.960847,25.842288,26.499778,27.117818,27.328215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,20:45:00,2021-11-20
2021-11-20T04:00:00Z,SC,1.017,2.99,-0.78,5309,38.9,43.63,46.62,-4.211213,81.891616,72.042418,68.699082,70.303357,25.901462,26.6773,27.555049,27.407114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,21:00:00,2021-11-20
2021-11-20T04:15:00Z,SC,1.013,2.98,-0.78,5309,38.9,43.82,46.86,-4.375585,82.210499,71.973381,68.863454,70.941122,26.118434,26.631276,27.472863,27.47615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,21:15:00,2021-11-20
2021-11-20T04:30:00Z,SC,1.021,2.98,-0.76,5309,38.9,43.89,46.64,-4.539958,81.855455,72.167341,69.248086,71.144944,25.973786,26.651001,27.495875,27.377527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,21:30:00,2021-11-20
2021-11-20T04:45:00Z,SC,1.018,3.01,-0.8,5309,38.9,43.75,46.83,-4.539958,81.842305,72.236377,68.939065,71.207406,25.898175,26.647713,27.561624,27.311778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,21:45:00,2021-11-20
2021-11-20T05:00:00Z,SC,0.977,2.9,-0.78,NA,38.8,44.15,46.74,-4.375585,82.384734,72.430337,69.129738,71.148232,26.078984,26.683875,27.265754,27.344652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,22:00:00,2021-11-20
2021-11-20T05:15:00Z,SC,0.96,2.89,-0.81,5309,38.9,44.23,46.83,-4.04684,81.230839,72.298839,69.136312,71.43424,25.832426,26.683875,27.34794,27.255891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,22:15:00,2021-11-20
2021-11-20T05:30:00Z,SC,0.937,2.83,-0.8,5309,39,44.13,46.71,-4.375585,81.224264,72.394175,69.366434,71.5756,26.013235,26.7036,27.219729,27.548474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,22:30:00,2021-11-20
2021-11-20T05:45:00Z,SC,0.918,2.77,-0.78,5309,39.1,44.15,46.59,-4.539958,82.999487,72.663746,69.369721,71.523001,26.085559,26.588539,27.370952,27.384102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,22:45:00,2021-11-20
2021-11-20T06:00:00Z,SC,0.915,2.8,-0.82,5309,39,44.25,46.88,-4.539958,83.380831,72.390887,69.343422,71.493414,25.717365,26.621414,27.607648,27.318353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,23:00:00,2021-11-20
2021-11-20T06:15:00Z,SC,0.892,2.73,-0.8,5309,39,44.51,46.69,-4.539958,81.812718,72.647308,69.333559,71.506564,25.914612,26.674013,27.196717,27.209867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,23:15:00,2021-11-20
2021-11-20T06:30:00Z,SC,0.893,2.75,-0.82,5309,39,44.47,46.95,-4.539958,82.108588,72.70977,68.906191,71.335616,26.065835,26.532652,27.104669,27.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,23:30:00,2021-11-20
2021-11-20T06:45:00Z,SC,0.875,2.71,-0.82,5308,39,44.49,46.98,-4.375585,82.230224,72.831406,69.211924,71.424377,26.016523,26.253219,27.328215,27.209867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,23:45:00,2021-11-20
2021-11-20T07:00:00Z,SC,0.88,2.73,-0.83,5309,38.8,44.37,46.88,-4.211213,82.088863,72.884005,69.287535,71.444102,25.802839,26.50964,27.246029,27.397252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,00:00:00,2021-11-20
2021-11-20T07:15:00Z,SC,0.866,2.68,-0.81,5309,38.9,44.68,46.86,-4.375585,82.710191,72.772232,69.188912,71.279729,25.894887,26.328831,27.315065,27.338078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,00:15:00,2021-11-20
2021-11-20T07:30:00Z,SC,0.875,2.72,-0.83,5308,39,44.37,46.71,-4.375585,81.303163,72.584847,69.073851,71.26658,25.707503,26.641138,27.298628,27.33479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,00:30:00,2021-11-20
2021-11-20T07:45:00Z,SC,0.856,2.65,-0.8,5310,39,44.63,46.83,-4.211213,81.760118,72.325138,69.133025,71.207406,25.871875,26.545802,27.163843,27.272329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,00:45:00,2021-11-20
2021-11-20T08:00:00Z,SC,0.862,2.69,-0.83,5309,39,44.66,46.86,-4.375585,81.924491,72.486223,68.603746,71.108782,25.622029,26.407729,27.203292,27.384102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,01:00:00,2021-11-20
2021-11-20T08:15:00Z,SC,0.879,2.7,-0.8,5309,39,44.61,46.81,-4.375585,82.496507,72.108167,68.722094,70.730725,25.769964,26.460329,27.30849,27.449851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,01:15:00,2021-11-20
2021-11-20T08:30:00Z,SC,0.818,2.62,-0.86,5309,38.9,44.47,46.83,-4.375585,81.839017,72.275827,68.935778,71.115357,25.645041,26.401154,27.18028,27.265754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,01:30:00,2021-11-20
2021-11-20T08:45:00Z,SC,0.831,2.65,-0.86,5309,39,44.47,46.64,-4.375585,81.464248,72.614434,68.81743,71.292879,25.661478,26.427454,27.058644,27.439988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,01:45:00,2021-11-20
2021-11-20T09:00:00Z,SC,0.875,2.72,-0.83,5309,39,44.66,46.88,-4.539958,81.792993,72.476361,68.689219,71.187681,25.73709,26.473478,27.098094,27.272329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,02:00:00,2021-11-20
2021-11-20T09:15:00Z,SC,0.862,2.69,-0.83,5308,39,44.51,46.86,-4.375585,81.802855,72.522385,68.682644,70.875373,25.85215,26.302531,27.400539,27.377527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,02:15:00,2021-11-20
2021-11-20T09:30:00Z,SC,0.843,2.64,-0.82,5309,39.1,44.39,46.74,-4.375585,81.372199,72.446774,68.922628,71.361916,25.566142,26.361705,27.397252,27.203292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,02:30:00,2021-11-20
2021-11-20T09:45:00Z,SC,0.818,2.62,-0.86,5309,39.1,44.63,46.83,-4.868703,82.348572,72.54211,68.712231,71.092345,25.973786,26.667438,27.209867,27.384102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,02:45:00,2021-11-20
2021-11-20T10:00:00Z,SC,0.83,2.62,-0.83,5308,39,44.42,46.76,-4.539958,81.917916,72.305414,68.95879,71.089057,25.668053,26.39458,27.311778,27.144118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,03:00:00,2021-11-20
2021-11-20T10:15:00Z,SC,0.883,2.71,-0.8,5307,39,44.61,46.98,-4.70433,81.79628,72.56841,68.62347,71.089057,25.783114,26.457041,27.535325,27.331503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,03:15:00,2021-11-20
2021-11-20T10:30:00Z,SC,0.875,2.71,-0.82,5309,39,44.42,46.76,-4.375585,82.318985,72.456636,68.62347,71.233705,25.914612,26.38143,27.397252,27.196717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,03:30:00,2021-11-20
2021-11-20T10:45:00Z,SC,0.874,2.68,-0.79,5309,39,44.49,46.83,-4.539958,82.263098,72.229802,68.66292,71.167956,26.00666,26.585252,27.413689,27.351227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,03:45:00,2021-11-20
2021-11-20T11:00:00Z,SC,0.83,2.62,-0.83,5308,39.1,44.51,46.69,-4.211213,82.249948,72.21994,68.692507,70.91811,25.694353,26.499778,27.30849,27.252604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,04:00:00,2021-11-20
2021-11-20T11:15:00Z,SC,0.84,2.65,-0.84,5308,39,44.56,46.78,-4.539958,82.180912,72.433624,68.758256,71.210693,25.625316,26.568814,27.387389,27.282191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,04:15:00,2021-11-20
2021-11-20T11:30:00Z,SC,0.857,2.66,-0.81,5308,39,44.63,46.86,-4.539958,82.236799,72.446774,68.62347,71.210693,25.950774,26.361705,27.232879,27.176993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,04:30:00,2021-11-20
2021-11-20T11:45:00Z,SC,0.874,2.68,-0.79,5308,39,44.51,46.86,-4.70433,81.549722,72.699908,68.692507,71.194256,25.562855,26.565527,27.466288,27.407114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,04:45:00,2021-11-20
2021-11-20T12:00:00Z,SC,0.839,2.63,-0.82,5308,39,44.54,46.88,-5.197448,82.457058,72.762369,68.551146,71.141657,25.832426,26.578677,27.370952,27.292053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,05:00:00,2021-11-20
2021-11-20T12:15:00Z,SC,0.883,2.7,-0.79,NA,39,44.61,46.93,-4.375585,81.102629,70.424993,67.176993,69.326984,25.908037,26.391292,27.111244,26.963308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,05:15:00,2021-11-20
2021-11-20T12:30:00Z,SC,0.878,2.69,-0.79,5309,39.1,44.56,46.9,-4.211213,80.593074,69.833252,66.236782,68.63662,25.687778,26.315681,27.18028,26.913997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,05:30:00,2021-11-20
2021-11-20T12:45:00Z,SC,0.892,2.72,-0.79,5308,39.1,44.35,46.86,-4.375585,79.442467,69.28096,65.576005,67.841057,25.664766,26.34198,26.976458,26.838385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,05:45:00,2021-11-20
2021-11-20T13:00:00Z,SC,0.938,2.86,-0.83,5308,39.1,44.3,46.95,-4.539958,78.538418,69.136312,64.796879,67.246029,25.490531,26.125009,26.828523,26.946871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,06:00:00,2021-11-20
2021-11-20T13:15:00Z,SC,1.017,2.98,-0.77,5309,39,44.2,46.86,-4.70433,78.854013,67.778596,64.369511,66.687163,25.552992,26.292669,27.03892,27.02577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,06:15:00,2021-11-20
2021-11-20T13:30:00Z,SC,1.022,3.02,-0.8,5309,39.1,44.25,47.05,-4.539958,78.153786,67.393964,63.748183,66.17432,25.536555,26.05926,26.749624,26.851535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,06:30:00,2021-11-20
2021-11-20T13:45:00Z,SC,1.045,3.07,-0.8,5308,39.1,44.13,46.93,-4.211213,76.858531,66.910709,63.317527,65.605592,25.368895,26.220345,26.920571,26.963308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,06:45:00,2021-11-20
2021-11-20T14:00:00Z,SC,1.028,3.06,-0.83,5308,39.1,44.37,47.21,1.870569,76.414726,66.614839,62.755373,65.201235,25.329446,26.121721,26.614839,26.473478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,07:00:00,2021-11-20
2021-11-20T14:15:00Z,SC,1.272,3.52,-0.74,5308,39.1,43.1,47.12,15.677857,70.786612,64.665381,62.781673,65.171648,25.487243,25.783114,26.092134,26.085559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,07:15:00,2021-11-20
2021-11-20T14:30:00Z,SC,1.37,3.71,-0.71,5307,39.1,42.15,47.12,37.539396000000004,70.181721,65.263697,63.12028,65.605592,25.227535,25.418207,25.85215,25.819276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,07:30:00,2021-11-20
2021-11-20T14:45:00Z,SC,1.419,3.82,-0.71,5307,39.1,41.98,46.9,72.879478,71.920782,65.881737,63.363551,65.783114,25.474094,25.503681,26.105284,25.707503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,07:45:00,2021-11-20
2021-11-20T15:00:00Z,SC,1.467,3.89,-0.67,5305,38.9,41.76,46.95,73.04385,73.094402,65.395195,63.192604,65.792976,25.319584,25.615454,25.855438,25.700928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,08:00:00,2021-11-20
2021-11-20T15:15:00Z,SC,1.476,3.91,-0.67,5306,39.1,41.43,46.88,101.644661,74.52773,65.240685,64.441835,65.957349,25.20781,25.848863,26.217057,26.420879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,08:15:00,2021-11-20
2021-11-20T15:30:00Z,SC,1.431,3.8,-0.66,5305,39.1,41.53,46.76,125.807415,75.852572,66.621414,65.24726,67.633948,25.289997,26.325543,26.697025,27.200005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,08:30:00,2021-11-20
2021-11-20T15:45:00Z,SC,1.342,3.63,-0.69,5305,39.1,41.41,46.5,142.409035,77.479859,67.045495,66.279519,68.235551,25.516831,26.83181,27.236167,27.647098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,08:45:00,2021-11-20
2021-11-20T16:00:00Z,SC,1.279,3.49,-0.69,5306,39.1,41.29,46.23,157.695675,79.133446,67.163843,66.604976,69.511082,25.559567,26.98632,27.689835,28.212539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,09:00:00,2021-11-20
2021-11-20T16:15:00Z,SC,1.194,3.3,-0.69,5306,39,41.64,45.9,175.119157,79.537803,69.678742,66.437316,71.039746,25.954061,27.384102,27.956118,28.814142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,09:15:00,2021-11-20
2021-11-20T16:30:00Z,SC,1.012,2.95,-0.75,5306,39.1,42.12,45.78,190.077053,80.964556,70.138985,69.711616,71.135082,26.04611,27.719422,28.820717,29.866126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,09:30:00,2021-11-20
2021-11-20T16:45:00Z,SC,0.875,2.7,-0.81,5307,39.1,42.96,45.66,208.48677,81.17824,71.628199,70.717576,76.776345,26.249932,28.248701,29.215211,30.796474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,09:45:00,2021-11-20
2021-11-20T17:00:00Z,SC,0.754,2.46,-0.84,5305,39.1,43.92,46.04,230.841426,81.02373,69.826677,69.875989,75.675049,26.50964,28.603746,29.47492,31.651211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,10:00:00,2021-11-20
2021-11-20T17:15:00Z,SC,0.652,2.26,-0.87,5307,39.1,44.54,46.09,251.387986,82.161187,69.557106,74.932086,72.745932,26.693737,28.866742,29.741203,32.515811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,10:15:00,2021-11-20
2021-11-20T17:30:00Z,SC,0.585,2.12,-0.88,5305,39.1,45.21,46.16,257.141022,82.00339,70.40198,73.544782,73.051665,27.006045,29.1396,29.675454,33.163438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,10:30:00,2021-11-20
2021-11-20T17:45:00Z,SC,0.576,2.09,-0.87,5306,39.1,45.42,46.35,235.279483,81.599033,69.698466,72.759082,72.926742,27.301916,29.15275,29.984474,33.646693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,10:45:00,2021-11-20
2021-11-20T18:00:00Z,SC,0.531,2,-0.88,5306,39.1,45.64,46.26,277.194464,81.83573,70.408555,73.646693,72.456636,27.469576,29.550531,30.342806,34.090499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,11:00:00,2021-11-20
2021-11-20T18:15:00Z,SC,0.482,1.91,-0.9,5306,39.1,45.76,46.38,286.070578,82.910726,70.030499,72.042418,71.207406,27.663535,29.813527,30.641964,34.935373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,11:15:00,2021-11-20
2021-11-20T18:30:00Z,SC,0.379,1.68,-0.9,5306,39.1,46.26,46.43,554.326457,83.834499,69.261235,71.006871,68.064604,27.834482,30.773462,31.010159,35.898596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,11:30:00,2021-11-20
2021-11-20T18:45:00Z,SC,0.37,1.67,-0.91,5306,39.1,46.33,46.33,470.496495,83.449868,67.36109,73.571082,66.674013,28.228976,31.792572,30.970709,37.072216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,11:45:00,2021-11-20
2021-11-20T19:00:00Z,SC,0.383,1.69,-0.9,5307,39.1,46.28,46.43,365.462483,84.228993,68.406499,73.801203,65.54313,28.373624,31.483551,31.384928,37.825041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,12:00:00,2021-11-20
2021-11-20T19:15:00Z,SC,0.491,1.92,-0.89,5306,39,45.85,46.5,428.252769,82.920588,69.701754,71.749835,63.823794,28.682644,30.648539,31.200831,37.907228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,12:15:00,2021-11-20
2021-11-20T19:30:00Z,SC,0.424,1.8,-0.92,NA,39.1,46.59,46.59,397.515116,83.177009,72.203503,74.869624,66.614839,28.820717,30.510466,31.286304,38.048588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,12:30:00,2021-11-20
2021-11-20T19:45:00Z,SC,0.38,1.72,-0.94,5306,39.1,46.43,46.59,476.413904,82.60828,73.456021,75.438353,64.882353,28.66292,30.26062,31.108782,38.328021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,12:45:00,2021-11-20
2021-11-20T20:00:00Z,SC,0.526,1.97,-0.86,5307,39.2,45.85,46.5,417.897303,82.930451,74.432394,75.208232,71.621624,28.630045,30.040361,31.365203,38.485819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,13:00:00,2021-11-20
2021-11-20T20:15:00Z,SC,0.727,2.38,-0.82,5306,39.1,44.73,46.45,287.714303,83.64054,74.685527,76.546224,69.050839,28.751681,30.221171,30.845786,38.627179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,13:15:00,2021-11-20
2021-11-20T20:30:00Z,SC,1.106,3.16,-0.75,5305,39.1,43.06,46.35,310.397704,83.732588,75.208232,75.060296,68.98509,28.524847,30.046936,30.91811,38.459519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,13:30:00,2021-11-20
2021-11-20T20:45:00Z,SC,1.457,3.83,-0.63,5305,39.1,41.24,46.33,538.217955,83.79505,74.458693,76.233916,70.707713,28.613608,29.961462,30.655114,38.791552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,13:45:00,2021-11-20
2021-11-20T21:00:00Z,SC,1.762,4.51,-0.63,5304,39.1,39.83,46.21,575.694879,83.814774,75.073446,78.564718,67.65696,28.580733,29.826677,30.553203,38.666629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,14:00:00,2021-11-20
2021-11-20T21:15:00Z,SC,2.108,5.14,-0.48,5304,39.1,38.2,45.83,292.809849,83.804912,75.398904,77.41411,69.777365,28.432798,29.576831,30.480879,38.854013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,14:15:00,2021-11-20
2021-11-20T21:30:00Z,SC,2.365,5.6,-0.36,5293,39,36.98,45.64,282.783128,83.443293,75.596151,78.581155,70.375681,28.278288,29.705041,30.240895,38.745527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,14:30:00,2021-11-20
2021-11-20T21:45:00Z,SC,2.591,6.02,-0.27,5287,39.1,35.72,45.37,204.213085,84.202693,74.997835,77.289187,69.931875,28.413074,29.32041,30.07981,38.216248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SC_winter21,14:45:00,2021-11-20
