Tree_ID,lambda_sv,intercept,r2
BioR1171_LB,0.1594443257880081,0.4233999385933863,0.9105884409886973
BioR1171_EB,0.07567685430480374,0.3550529148626701,0.9484734501263522
BioR1192,-6.902305225557314e-4,0.06465814641504762,0.011906179307060363
