Tree_ID,lambda_twd,intercept,r2
BioR1170,0.18344174998210644,0.229163706059375,0.2557805385116085
BioR1171,0.35453567237553085,0.00309969317857127,0.7041883692115646
BioR1192,0.513229627283667,0.05527765253080761,0.1291651568916391
