"","X","Year","Month","Day","Hour","Minute","Second","tmd5","tmd15","tmd25","tmd35","tmu5","tmu15","tmu25","tmu35","alpha5","beta5","VhrmHRM5","alpha15","beta15","VhrmHRM15","alpha25","beta25","VhrmHRM25","alpha35","beta35","VhrmHRM35","Voltage","EMU","TreeID","Datetime","SF_avg","SF_norm"
"13915",13915,26,6,29,10,36,21,48.4419419419419,47.2507507507508,NA,NA,58.7457457457457,48.7397397397397,NA,NA,0.66091501128044,0.769979612603224,5.33000332455547,0.886451626487883,1.0227988837495,7.75084187006937,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 10:36:00,6.54042259731242,0.59927952516416
"13916",13916,26,6,29,11,0,14,41.2342342342342,28.4854854854855,9.71621621621622,NA,56.472972972973,37.4494494494495,NA,NA,0.684317787318278,0.779890341817826,5.68104496512308,0.925685778725996,1.04844355339884,8.33935415364107,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 11:00:00,7.01019955938208,0.64232379494542
"13917",13917,26,6,29,11,30,14,39.9394394394394,27.4894894894895,NA,NA,56.6721721721722,37.4494494494495,NA,NA,0.724568163008736,0.825965514456548,6.28480060047988,0.980740290226221,1.08954405892172,9.16517182614447,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 11:30:00,7.72498621331218,0.707817576148018
"13918",13918,26,6,29,12,0,14,40.9354354354354,25.9954954954955,NA,NA,59.460960960961,35.4574574574575,NA,NA,0.770723490637812,0.872749738161339,6.97713051491608,1.05069381299374,1.15378449662395,10.2144746676572,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 12:00:00,8.59580259128663,0.787607898215608
"13919",13919,26,6,29,12,30,14,40.4374374374374,26.9914914914915,NA,NA,55.476976976977,33.9634634634635,NA,NA,0.839072541555904,0.944913011273792,8.00236627868748,1.13612208211305,1.22105864709965,11.495898704447,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 12:30:00,9.74913249156723,0.893284096460321
"13920",13920,26,6,29,13,0,14,40.4374374374374,27.4894894894895,NA,NA,45.9154154154154,33.9634634634635,NA,NA,0.883418193148424,1.01325756245126,8.66755105257528,1.2051294966546,1.2946232932002,12.5310099225702,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 13:00:00,10.5992804875727,0.971180635985885
"13921",13921,26,6,29,13,30,14,40.4374374374374,26.4934934934935,90.7792792792793,NA,53.982982982983,34.6606606606607,NA,NA,0.855031741439356,0.97873471569161,8.24175427693918,1.18583365527493,1.27611071625381,12.2415723018751,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 13:30:00,10.2416632894071,0.938413232730431
"13922",13922,26,6,29,14,0,14,35.9554554554555,26.9914914914915,NA,NA,52.986986986987,36.1546546546547,NA,NA,0.843600369894786,0.952903051197805,8.07028370377068,1.07886257732229,1.1849532119743,10.6370061325856,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 14:00:00,9.35364491817813,0.857046743038184
"13923",13923,26,6,29,14,30,14,38.9434434434434,26.4934934934935,NA,NA,54.480980980981,34.9594594594595,NA,NA,0.744157180352868,0.841744192493441,6.57863586064188,1.0047578355438,1.11683710442618,9.52543500590827,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 14:30:00,8.05203543327508,0.737784126218531
"13924",13924,26,6,29,15,0,14,37.4494494494495,25.9954954954955,NA,NA,60.456956956957,40.7362362362362,NA,NA,0.626675103844889,0.718497282548853,4.81640471302222,0.869237921981622,1.01130386726816,7.49263630247547,NA,NA,NA,NA,NA,NA,0,"R1192B",NA,2026-06-29 15:00:00,6.15452050774885,0.563920461196559
