dt,Date,time,instrument,individual,canopy,period,condition,gsw_m,gsw_sd,gbw_m,gtw,E_apparent_m,VPcham_m,VPref_m,VPleaf_m,VPDleaf_m,Fs_m,Fm'_m,Fm'_sd,rh_s_m,rh_r_m,Tleaf_m,flow_m,flow_s_m
2026-07-15T13:00:00Z,2026-07-15,06:00:00,PSA-00618,1,Lower,early,drought,-0.044720666666666666,0.012780212530835834,1.9924296666666668,-0.045808,-0.3323773333333333,3.163603333333333,3.1784220000000003,3.7774083333333333,0.613805,121.581075,525.5214233333334,12.403225816414276,82.53333333333333,82.92333333333333,27.92,84.76666666666667,84.2
2026-07-16T13:00:00Z,2026-07-16,06:00:00,PSA-00618,1,Lower,early,recovery,-0.009892333333333333,0.006307615185895009,2.0345423333333335,-0.009954000000000001,-0.05465166666666667,3.1734886666666666,3.1758566666666668,3.6470029999999998,0.4735146666666667,190.24371833333333,550.1424153333334,10.63080582005979,86.26333333333334,86.32666666666667,27.316666666666666,87.13333333333334,86.46666666666667
2026-06-22T19:00:00Z,2026-06-22,12:00:00,PSA-00618,1,Lower,midday,predrought,-0.14748133333333333,0.007096124599620086,2.919115,-0.15534233333333333,-0.7216503333333334,2.809189,2.8266673333333334,3.206920333333333,0.39773166666666665,54.664731333333336,241.396398,16.4522672307706,90.36,90.92,25.143333333333334,156.4,155.3
2026-06-24T19:00:00Z,2026-06-24,12:00:00,PSA-00618,1,Lower,midday,predrought,-0.37221266666666664,0.08781832447919588,2.9195706666666665,-0.42922566666666667,-2.195866,3.429727,3.482584,3.8633253333333335,0.4335983333333333,76.382993,295.9874776666667,34.10421681224743,89.75666666666666,91.14,28.306666666666665,156.4,155.13333333333333
2026-06-30T19:00:00Z,2026-06-30,12:00:00,PSA-00618,1,Lower,midday,predrought,-0.05744966666666667,0.10526275611218497,2.9193053333333334,-0.06125366666666667,-0.2681016666666667,2.986193,2.9926536666666665,3.353400666666667,0.367208,55.423617,232.69172666666665,14.198973690518288,92.51,92.70666666666666,25.893333333333334,156.43333333333334,155.36666666666667
2026-07-02T19:00:00Z,2026-07-02,12:00:00,PSA-00618,1,Lower,midday,drought,0.043533666666666665,0.007044524564037895,2.9200286666666666,0.042883,0.408731,2.9019530000000002,2.8920706666666667,3.713804,0.8118506666666666,117.609978,527.7084553333333,10.554610998075692,78.22666666666667,77.95666666666666,27.63,156.46666666666667,155.36666666666667
2026-07-03T19:00:00Z,2026-07-03,12:00:00,PSA-00618,1,Lower,midday,drought,-0.0016273333333333333,0.0026390197675146983,2.918865,-0.0016293333333333333,-0.120334,2.7944863333333334,2.797410333333333,9.004151666666667,6.209664666666667,140.08057133333332,587.6840206666667,7.360211480922878,88.71666666666667,88.81,43.68666666666667,156.33333333333334,155.43333333333334
2026-07-07T19:00:00Z,2026-07-07,12:00:00,PSA-00618,1,Lower,midday,drought,-0.048002666666666666,0.008863905027319128,2.9195806666666666,-0.04882366666666667,-0.311969,3.1443073333333333,3.151844666666667,3.6886449999999997,0.5443373333333333,152.72498066666668,580.627889,17.408909851855764,85.93333333333334,86.14,27.513333333333332,156.43333333333334,155.03333333333333
2026-07-08T19:00:00Z,2026-07-08,12:00:00,PSA-00618,1,Lower,midday,drought,-0.0018766666666666669,0.007612092506882278,2.8720446666666666,-0.0018916666666666667,-0.015065,3.5334156666666665,3.533808666666667,4.269032666666667,0.7356163333333333,111.92393233333333,509.216502,7.830775106817229,84.83,84.83666666666666,30.033333333333335,150.86666666666667,149.36666666666667
2026-07-09T19:00:00Z,2026-07-09,12:00:00,PSA-00618,1,Lower,midday,drought,-0.011661666666666667,0.013567089604382118,2.919735333333333,-0.011751,-0.09894933333333333,3.293297,3.295681,4.013449666666666,0.7201529999999999,111.580373,507.41872166666667,4.866668314515106,84.95,85.00666666666667,28.963333333333335,156.46666666666667,155
2026-07-13T19:00:00Z,2026-07-13,12:00:00,PSA-00618,1,Lower,midday,drought,-0.06436966666666666,0.0193077023576948,2.9184663333333334,-0.06591233333333334,-0.38402633333333336,3.180949666666667,3.19024,3.678995,0.49804533333333334,144.431834,563.472514,11.21243926452057,87.08,87.33333333333333,27.47,156.3,155.33333333333334
2026-07-14T19:00:00Z,2026-07-14,12:00:00,PSA-00618,1,Lower,midday,drought,-0.04727733333333334,0.01746222970680816,2.918965666666667,-0.048129,-0.25832299999999997,3.4452746666666667,3.4515053333333334,3.901202666666667,0.4559276666666667,115.58604166666666,500.395935,8.990133129209827,89.23,89.39333333333333,28.476666666666667,156.33333333333334,155.16666666666666
2026-07-15T19:00:00Z,2026-07-15,12:00:00,PSA-00618,1,Lower,midday,drought,-0.13416166666666668,0.0569877108272769,2.9198386666666667,-0.14148033333333332,-0.5630306666666667,3.0536866666666667,3.0672913333333334,3.39624,0.342553,115.58461266666667,499.03396599999996,15.650615467232571,92.18333333333334,92.59333333333333,26.11,156.46666666666667,155.56666666666666
2026-07-16T19:00:00Z,2026-07-16,12:00:00,PSA-00618,1,Lower,midday,recovery,-0.03815266666666667,0.014003142694885794,2.9185976666666664,-0.038705,-0.29356733333333335,3.701231,3.7082783333333333,4.353193,0.651962,109.04788966666666,507.4920553333333,4.436348606522064,81.75333333333333,81.90666666666667,30.376666666666665,156.3,154.53333333333333
2026-06-22T15:00:00Z,2026-06-22,08:00:00,PSA-00618,1,Lower,morning,predrought,-0.009483666666666666,0.012370581891460617,2.9197906666666666,-0.00955,-0.07654266666666668,2.243815666666667,2.2456796666666667,2.9336736666666665,0.689858,180.91475933333334,606.9509073333334,22.41726453395547,76.26333333333334,76.33,23.656666666666666,156.46666666666667,155.3
2026-06-24T15:00:00Z,2026-06-24,08:00:00,PSA-00618,1,Lower,morning,predrought,0.02606433333333333,0.0018695749071201558,2.9200223333333333,0.025833000000000002,0.33613733333333334,3.3963283333333334,3.388228,4.499132,1.1028036666666667,131.93047066666668,556.9416913333333,33.122277944040505,71.13,70.96,30.953333333333333,156.46666666666667,154.4
2026-06-30T15:00:00Z,2026-06-30,08:00:00,PSA-00618,1,Lower,morning,predrought,-0.051095,0.00680740861121176,2.918930666666667,-0.05201666666666667,-0.26512,2.798272,2.804681,3.23094,0.432668,154.89292433333333,568.83195,22.195049690277592,89.51,89.71666666666667,25.266666666666666,156.36666666666667,155.5
2026-07-01T15:00:00Z,2026-07-01,08:00:00,PSA-00618,1,Lower,morning,drought,-0.00215,0.006486846614496138,2.9203423333333336,-0.0021609999999999997,-0.023705,2.1489906666666667,2.149567333333333,3.062933,0.9139426666666667,123.06320933333333,558.8145143333334,12.548176784906335,67.50666666666667,67.52333333333334,24.373333333333335,156.53333333333333,155.43333333333334
2026-07-02T15:00:00Z,2026-07-02,08:00:00,PSA-00618,1,Lower,morning,drought,0.0055580000000000004,0.003952766499554458,2.9195493333333333,0.005544,0.05301566666666666,2.5563223333333336,2.5550353333333335,3.379142,0.8228196666666667,115.87715133333333,546.6344196666666,15.006779925291143,77.71,77.67333333333333,26.023333333333333,156.43333333333334,155.4
2026-07-03T15:00:00Z,2026-07-03,08:00:00,PSA-00618,1,Lower,morning,drought,-0.0041336666666666666,0.0032733678884802014,2.9198156666666666,-0.004142,-0.032167,2.2983256666666665,2.29911,2.971664,0.6733383333333334,123.13187133333334,558.8960776666667,30.703753859333403,81.14666666666668,81.17,23.87,156.46666666666667,155.73333333333332
2026-07-07T15:00:00Z,2026-07-07,08:00:00,PSA-00618,1,Lower,morning,drought,0.017401333333333335,5.890843176773021e-4,1.899402,0.017243333333333333,0.17049133333333333,2.882917,2.874804666666667,3.726655,0.8437386666666666,120.94974533333334,563.8510333333334,12.557447431273976,84.64999999999999,84.41666666666667,27.689999999999998,79.63333333333333,79.06666666666666
2026-07-08T15:00:00Z,2026-07-08,08:00:00,PSA-00618,1,Lower,morning,drought,-0.006781,0.006640156925856496,2.370152,-0.006813,-0.05705433333333333,3.0733463333333333,3.0753606666666666,3.7910046666666664,0.7176583333333333,113.217116,559.232259,31.029552246086705,84.23,84.28666666666666,27.983333333333334,108.06666666666666,107.4
2026-07-09T15:00:00Z,2026-07-09,08:00:00,PSA-00618,1,Lower,morning,drought,-0.007343333333333334,0.004823553185498563,2.4506663333333334,-0.007371666666666667,-0.05743266666666667,3.048222,3.050127,3.703719,0.655497,129.441737,556.2263186666667,24.818925646392838,84.18333333333334,84.23333333333333,27.583333333333332,113.73333333333333,113.73333333333333
2026-07-13T15:00:00Z,2026-07-13,08:00:00,PSA-00618,1,Lower,morning,drought,-0.025661333333333335,0.0024871454186141456,2.6726783333333333,-0.025912,-0.18311633333333333,2.849242333333333,2.8545396666666667,3.455100333333333,0.6058583333333333,115.65566,534.7377116666667,7.478809665450292,81.85,82,26.403333333333332,131.23333333333332,131.03333333333333
2026-07-14T15:00:00Z,2026-07-14,08:00:00,PSA-00618,1,Lower,morning,drought,-0.016136,0.008570515970465256,2.667478,-0.016252666666666665,-0.109934,2.917045,2.920234,3.497443666666667,0.5803986666666666,109.86173266666667,523.3673296666666,2.951414151518096,83.66666666666667,83.76,26.606666666666666,130.79999999999998,130.36666666666667
2026-07-15T15:00:00Z,2026-07-15,08:00:00,PSA-00618,1,Lower,morning,drought,-0.010461999999999999,0.006656839865882309,2.7073826666666667,-0.010513666666666666,-0.075265,2.479207333333333,2.4813383333333334,3.0941996666666665,0.6149923333333334,113.803744,528.1493533333334,12.609549802002318,79.15333333333334,79.22666666666666,24.546666666666667,134.3,134.2
2026-07-16T15:00:00Z,2026-07-16,08:00:00,PSA-00618,1,Lower,morning,recovery,-0.041701,0.005503210426650973,2.4061436666666665,-0.042445333333333335,-0.23072233333333333,3.1894346666666666,3.1973076666666667,3.6527973333333335,0.46336333333333335,118.493439,523.0595293333333,26.458748027143766,86.21666666666667,86.42666666666666,27.346666666666668,110.56666666666666,110.16666666666667
2026-06-24T13:00:00Z,2026-06-24,06:00:00,PSA-00618,1,Upper,early,predrought,-0.06633499999999999,0.0446469860572917,2.9191473333333335,-0.06836266666666667,-0.3730403333333333,3.0312856666666668,3.040307,3.5163356666666665,0.48505,117.95473233333333,483.59620133333334,23.520192434385738,90.94333333333334,91.21333333333334,26.7,156.36666666666667,154.5
2026-06-30T13:00:00Z,2026-06-30,06:00:00,PSA-00618,1,Upper,early,predrought,-0.04246333333333333,0.027264907378044278,2.919778,-0.043267,-0.198108,2.8392233333333334,2.8440013333333334,3.2310683333333334,0.391845,210.30783566666668,560.229655,25.349098505840455,89.81333333333333,89.96666666666667,25.27,156.46666666666667,155.3
2026-07-01T13:00:00Z,2026-07-01,06:00:00,PSA-00618,1,Upper,early,drought,-0.008593333333333333,0.016818564038981847,2.7930783333333333,-0.008688333333333333,-0.075862,2.24211,2.2441376666666666,3.011792,0.7696816666666667,137.84611233333334,558.6079306666667,14.805878360783453,72.50666666666667,72.57333333333334,24.093333333333334,142.43333333333334,141.93333333333334
2026-07-02T13:00:00Z,2026-07-02,06:00:00,PSA-00618,1,Upper,early,drought,-0.041272666666666666,0.026675757802419285,2.919662,-0.04203333333333333,-0.40206333333333333,2.6764580000000002,2.686192,3.5055786666666666,0.8291206666666667,149.49142966666665,523.566376,41.84113121340955,75.62666666666667,75.90333333333334,26.650000000000002,156.43333333333334,155.13333333333333
2026-07-03T13:00:00Z,2026-07-03,06:00:00,PSA-00618,1,Upper,early,drought,-0.013059333333333334,0.0017511814107434253,2.9194323333333334,-0.013118666666666667,-0.11290666666666667,2.1141996666666665,2.116957333333333,2.8550983333333333,0.7408986666666667,225.04854333333333,626.186971,78.62830582336827,74.08,74.17333333333333,23.203333333333333,156.4,155.43333333333334
2026-07-07T13:00:00Z,2026-07-07,06:00:00,PSA-00618,1,Upper,early,drought,0.014062333333333333,0.011117945418706343,1.2022686666666667,0.013836000000000001,0.09155066666666667,3.1071413333333333,3.099722,3.6763183333333336,0.5691773333333333,176.58162466666667,539.673584,8.894636875262067,86.67666666666666,86.47,27.453333333333333,46,45.8
2026-07-08T13:00:00Z,2026-07-08,06:00:00,PSA-00618,1,Upper,early,drought,-0.019746333333333334,0.00410696485659828,1.9210516666666666,-0.019957333333333334,-0.16049766666666665,2.981216,2.988747,3.6698033333333333,0.6885870000000001,180.36508666666666,584.7936806666667,46.08748587603627,81.52,81.72333333333333,27.42666666666667,80.83333333333333,80.56666666666668
2026-07-09T13:00:00Z,2026-07-09,06:00:00,PSA-00618,1,Upper,early,drought,-0.017048999999999998,0.018512961054353246,1.520057,-0.017405333333333335,-0.119408,3.006101666666667,3.013728,3.5830349999999997,0.5769336666666667,159.77000933333332,611.3610226666667,11.62591946521977,83.50666666666667,83.71666666666667,27.016666666666666,60.43333333333333,60
2026-07-13T13:00:00Z,2026-07-13,06:00:00,PSA-00618,1,Upper,early,drought,-0.02644566666666667,0.008749029222338518,2.236458,-0.026786666666666667,-0.177321,2.9839006666666665,2.9906723333333334,3.550254333333333,0.566354,177.63840966666666,584.7909543333334,58.900363032911116,82.08,82.26666666666667,26.86,99.26666666666667,98.76666666666667
2026-07-14T13:00:00Z,2026-07-14,06:00:00,PSA-00618,1,Upper,early,drought,-0.072531,0.0041044606222986205,2.167909,-0.07505,-0.41218133333333334,3.273119,3.2894900000000002,3.7403663333333332,0.467248,183.40802,566.828613,17.82448433807475,86.69666666666667,87.13000000000001,27.753333333333334,95.03333333333333,94.33333333333333
2026-07-15T13:00:00Z,2026-07-15,06:00:00,PSA-00618,1,Upper,early,drought,-0.03305833333333333,0.013114779080614867,2.05154,-0.033662333333333336,-0.23044366666666666,3.2145016666666666,3.2244026666666668,3.7964153333333335,0.5819133333333334,195.25373333333334,578.9542236666666,64.19601962319315,83.56666666666666,83.82000000000001,28.003333333333334,88.13333333333333,87.06666666666668
2026-07-16T13:00:00Z,2026-07-16,06:00:00,PSA-00618,1,Upper,early,recovery,0.0022170000000000002,0.008016602584636462,2.139696333333333,0.002195,0.009850666666666666,3.2140633333333333,3.2136816666666665,3.63393,0.41986633333333334,176.43404133333334,523.7055966666667,22.355975828906598,86.86666666666667,86.86,27.26,93.33333333333333,92.56666666666666
2026-06-22T19:00:00Z,2026-06-22,12:00:00,PSA-00618,1,Upper,midday,predrought,0.12995266666666666,0.014081938088677052,2.9195876666666667,0.12437566666666666,2.361478,3.3857653333333335,3.3290176666666667,4.996469,1.6107043333333333,38.55788666666667,87.65616066666666,19.05801523395981,94.34666666666666,92.76666666666667,32.79666666666667,156.46666666666667,155.06666666666666
2026-06-24T19:00:00Z,2026-06-24,12:00:00,PSA-00618,1,Upper,midday,predrought,0.177947,0.012967387593497769,2.920339,0.16769466666666666,1.2044346666666668,4.176923666666666,4.148215666666666,4.778092,0.6011686666666667,43.34426,122.65565,17.51300576682806,93.72666666666667,93.08333333333333,32.010000000000005,156.53333333333333,154.76666666666668
2026-06-30T19:00:00Z,2026-06-30,12:00:00,PSA-00618,1,Upper,midday,predrought,-0.200264,0.025221625859567415,2.9199336666666666,-0.21518833333333334,-0.7872626666666667,3.1270633333333335,3.1459923333333335,3.4387643333333333,0.311701,50.035358333333335,233.610789,8.498008940953405,93.12,93.68333333333334,26.32,156.5,155.16666666666666
2026-07-02T19:00:00Z,2026-07-02,12:00:00,PSA-00618,1,Upper,midday,drought,0.04344933333333333,0.019769156844269647,2.9188953333333334,0.04272666666666667,0.379294,2.9733366666666665,2.964167333333333,3.731980666666667,0.7586436666666667,131.94441733333335,531.449697,56.86930540460164,79.99333333333334,79.74333333333334,27.713333333333335,156.33333333333334,155.33333333333334
2026-07-03T19:00:00Z,2026-07-03,12:00:00,PSA-00618,1,Upper,midday,drought,-0.0057153333333333336,0.0015615602240494392,2.9171553333333335,-0.005727,-0.3933176666666667,2.8390333333333335,2.8485913333333333,8.544672,5.705639,297.51479066666667,743.1955973333334,218.54648353226864,89.66,89.96000000000001,42.68,156.13333333333333,155
2026-07-07T19:00:00Z,2026-07-07,12:00:00,PSA-00618,1,Upper,midday,drought,-0.05512566666666666,0.012726817132862923,2.9193106666666666,-0.056226333333333336,-0.36794699999999997,3.185313,3.194199333333333,3.7425283333333335,0.5572153333333334,110.01777666666666,503.08012933333333,15.468206663234945,86.30666666666667,86.54666666666667,27.763333333333335,156.36666666666667,155.16666666666666
2026-07-08T19:00:00Z,2026-07-08,12:00:00,PSA-00618,1,Upper,midday,drought,-0.029904666666666666,0.004237523372600242,2.834175,-0.030228333333333333,-0.25009533333333334,3.600033,3.606449,4.303502333333333,0.7034693333333334,120.73314166666667,523.9922283333333,37.85609530571022,86.26333333333334,86.41333333333334,30.173333333333332,146.7,145.5
2026-07-09T19:00:00Z,2026-07-09,12:00:00,PSA-00618,1,Upper,midday,drought,-0.04398233333333333,0.010759347858180501,2.9203906666666666,-0.04468233333333333,-0.36776766666666666,3.358884333333333,3.3677276666666667,4.058785333333334,0.699901,127.16365033333334,535.7600606666667,49.86428268984701,86.34333333333333,86.57333333333334,29.156666666666666,156.56666666666666,154.93333333333334
2026-07-13T19:00:00Z,2026-07-13,12:00:00,PSA-00618,1,Upper,midday,drought,-0.094117,0.02337092824429531,2.9193356666666666,-0.097389,-0.5635053333333333,3.2039763333333333,3.2175903333333333,3.697035,0.49305866666666665,121.17802966666667,505.30993666666666,6.0555426386630336,87.40666666666667,87.77666666666667,27.55333333333333,156.4,155.16666666666666
2026-07-14T19:00:00Z,2026-07-14,12:00:00,PSA-00618,1,Upper,midday,drought,-0.09187566666666667,0.009526564141039166,2.919436,-0.094884,-0.487114,3.5041313333333335,3.515865333333333,3.9412606666666665,0.4371293333333333,126.22654466666667,514.7396343333334,43.536402761841806,89.98333333333333,90.28666666666666,28.65,156.4,155.03333333333333
2026-07-15T19:00:00Z,2026-07-15,12:00:00,PSA-00618,1,Upper,midday,drought,-0.21010966666666667,0.008143775680440453,2.9183133333333333,-0.22643,-0.850787,3.109585,3.130153,3.4304283333333334,0.3208433333333333,140.06817633333333,567.2742106666667,77.41785347708272,92.98666666666666,93.6,26.276666666666667,156.3,155.33333333333334
2026-07-16T19:00:00Z,2026-07-16,12:00:00,PSA-00618,1,Upper,midday,recovery,-0.04354233333333333,0.005677761207847099,2.9195383333333336,-0.044209,-0.340337,3.725868333333333,3.734026666666667,4.3743593333333335,0.6484903333333334,110.29052733333333,501.3006996666667,11.676557949061129,82.38333333333333,82.56666666666666,30.46,156.43333333333334,154.5
2026-06-22T15:00:00Z,2026-06-22,08:00:00,PSA-00618,1,Upper,morning,predrought,0.03317166666666667,0.015890356866141594,2.919553333333333,0.03274333333333333,0.26202133333333333,2.489317333333333,2.482956,3.160865333333333,0.6715476666666667,117.52641533333333,454.77092466666664,22.58596870057598,79.53333333333333,79.32666666666667,24.9,156.46666666666667,155.26666666666668
2026-06-24T15:00:00Z,2026-06-24,08:00:00,PSA-00618,1,Upper,morning,predrought,0.059288,0.021329801710283196,2.9192286666666667,0.05800966666666667,0.493252,3.5090863333333333,3.497214666666667,4.244689666666667,0.7356033333333333,106.06348433333334,453.107432,30.09158766243317,84.92333333333333,84.63666666666667,29.936666666666667,156.4,154.66666666666669
2026-06-30T15:00:00Z,2026-06-30,08:00:00,PSA-00618,1,Upper,morning,predrought,0.04246433333333333,0.02068950681706389,2.919238,0.04176166666666667,0.17921,2.9354833333333334,2.9311606666666665,3.3033353333333335,0.36785266666666666,156.31449133333334,523.0657856666667,40.821473378845745,91.69,91.55666666666667,25.643333333333334,156.4,155.33333333333334
2026-07-01T15:00:00Z,2026-07-01,08:00:00,PSA-00618,1,Upper,morning,drought,0.0012273333333333335,0.003904233642257253,2.9191286666666665,0.0012233333333333332,0.013042333333333333,2.196272,2.1959543333333333,3.074882666666667,0.8786113333333333,151.636963,578.0717876666666,65.2636415572891,69.17333333333333,69.16666666666667,24.436666666666667,156.4,155.3
2026-07-02T15:00:00Z,2026-07-02,08:00:00,PSA-00618,1,Upper,morning,drought,-0.004595666666666666,0.00857250058812091,2.919741333333333,-0.004619666666666667,-0.04439166666666667,2.605485333333333,2.6065626666666666,3.4178906666666666,0.8124053333333333,128.719808,557.5077516666666,25.87316005072751,78.88,78.91333333333334,26.216666666666665,156.43333333333334,155.4
2026-07-03T15:00:00Z,2026-07-03,08:00:00,PSA-00618,1,Upper,morning,drought,0.0035830000000000002,0.0066755831954968545,2.9193643333333332,0.0035683333333333335,0.027383333333333332,2.3628353333333334,2.3621676666666667,3.002843,0.640008,142.85397833333334,602.4407143333334,14.097087118284417,82.79333333333334,82.77,24.043333333333333,156.4,155.6
2026-07-07T15:00:00Z,2026-07-07,08:00:00,PSA-00618,1,Upper,morning,drought,0.020914333333333333,0.00317939134636385,1.8980766666666666,0.020683,0.18801133333333334,2.960361,2.9514186666666666,3.7356046666666667,0.775244,163.60664366666666,608.377055,77.77696908560303,86.48,86.22,27.73,79.56666666666666,79.06666666666666
2026-07-08T15:00:00Z,2026-07-08,08:00:00,PSA-00618,1,Upper,morning,drought,-0.006994333333333333,0.005095565752037092,2.3417399999999997,-0.007023000000000001,-0.056779333333333334,3.1429033333333334,3.1449296666666666,3.8286313333333335,0.6857276666666666,114.48478433333334,518.4920756666667,33.03839038275542,85.71333333333334,85.77,28.150000000000002,106.16666666666667,105.76666666666667
2026-07-09T15:00:00Z,2026-07-09,08:00:00,PSA-00618,1,Upper,morning,drought,-0.011967333333333333,0.009145189409374381,2.4648046666666668,-0.012048666666666666,-0.086556,3.1158463333333333,3.118700666666667,3.7289136666666667,0.613067,169.65055833333332,597.9421996666666,8.628463009446365,85.5,85.57666666666667,27.7,114.73333333333333,114.3
2026-07-13T15:00:00Z,2026-07-13,08:00:00,PSA-00618,1,Upper,morning,drought,-0.025165666666666666,0.003408929499613234,2.6711856666666667,-0.025407666666666665,-0.173992,2.877187,2.8822223333333334,3.464197,0.5870096666666667,203.76407866666665,600.1317750000001,61.90685716620481,82.36,82.50666666666666,26.446666666666665,131.1,130.76666666666668
2026-07-14T15:00:00Z,2026-07-14,08:00:00,PSA-00618,1,Upper,morning,drought,-0.027241,0.005734571213264336,2.6629460000000003,-0.027531666666666666,-0.17261866666666667,2.964997,2.970017,3.5002173333333335,0.5352203333333333,190.309166,615.1265056666667,50.21387557826095,84.51666666666667,84.66,26.62,130.4,130.13333333333333
2026-07-15T15:00:00Z,2026-07-15,08:00:00,PSA-00618,1,Upper,morning,drought,-0.018155,0.0025419213205762283,2.724497,-0.018278666666666665,-0.12855266666666668,2.486219,2.4898173333333333,3.0907953333333333,0.6045763333333334,176.2264913333333,591.4120483333334,33.69551028356529,79.11666666666666,79.23333333333333,24.526666666666667,135.83333333333334,135.23333333333335
2026-07-16T15:00:00Z,2026-07-16,08:00:00,PSA-00618,1,Upper,morning,recovery,4.7100000000000153e-4,0.05297732995348105,2.4204163333333333,-2.906666666666659e-4,-0.0035053333333333325,3.218015,3.218176666666667,3.671901666666667,0.453887,183.82382166666667,607.4533693333334,42.34376582868206,86.74666666666667,86.75333333333333,27.436666666666667,111.56666666666666,111.23333333333333
2026-06-24T13:00:00Z,2026-06-24,06:00:00,PSA-00618,2,Lower,early,predrought,-0.13355666666666666,0.013649849901494645,2.9189636666666665,-0.14001,-0.6858433333333334,2.9672229999999997,2.983825,3.3856853333333334,0.41846266666666665,209.22219333333334,552.7784423333334,10.41677050462027,90.68666666666667,91.19666666666667,26.056666666666665,156.33333333333334,155.2
2026-06-30T13:00:00Z,2026-06-30,06:00:00,PSA-00618,2,Lower,early,predrought,-0.13768133333333332,0.04497607744494103,2.919721,-0.145024,-0.557171,3.0275373333333335,3.0409456666666665,3.3550313333333333,0.327494,161.27002466666667,537.8417460000001,35.53056179865239,91.61333333333333,92.02,25.903333333333332,156.46666666666667,155.16666666666666
2026-07-01T13:00:00Z,2026-07-01,06:00:00,PSA-00618,2,Lower,early,drought,-0.028927666666666664,0.00943382978081189,2.9196813333333336,-0.029238333333333335,-0.28022600000000003,2.378345,2.3851423333333335,3.195641333333333,0.817296,118.36433433333333,520.7301229999999,13.75289543713719,73.87333333333333,74.08666666666666,25.083333333333332,156.46666666666667,155.26666666666668
2026-07-02T13:00:00Z,2026-07-02,06:00:00,PSA-00618,2,Lower,early,drought,-0.034902999999999997,0.032489804616217685,2.9192316666666667,-0.03557433333333333,-0.3431806666666667,2.7430356666666666,2.751329333333333,3.594096,0.8510606666666667,182.90472433333332,472.332357,57.48646626307786,76.26,76.49333333333334,27.07,156.4,155.06666666666666
2026-07-03T13:00:00Z,2026-07-03,06:00:00,PSA-00618,2,Lower,early,drought,-0.012609,0.0019092074271801899,2.9193046666666667,-0.012664666666666666,-0.11746833333333333,2.1111560000000003,2.1140236666666667,2.9098806666666666,0.7987243333333334,204.79524233333333,531.123271,13.983591000249827,72.46,72.56,23.52,156.4,155.5
2026-07-07T13:00:00Z,2026-07-07,06:00:00,PSA-00618,2,Lower,early,drought,0.004024000000000001,0.010454021953296254,1.3649623333333334,0.00396,0.027652,3.1069673333333334,3.105092,3.698479,0.5915113333333334,180.16004966666665,512.519226,17.393397854160778,85.28,85.22666666666666,27.56,53.233333333333334,52.63333333333333
2026-07-08T13:00:00Z,2026-07-08,06:00:00,PSA-00618,2,Lower,early,drought,-0.0075109999999999994,0.0070348796009597776,2.1586543333333332,-0.007552666666666667,-0.058473000000000004,3.040303,3.0426636666666664,3.7077306666666665,0.6674276666666666,177.952891,544.998291,52.64679376064118,82.03333333333333,82.09666666666666,27.60333333333333,94.5,93.73333333333333
2026-07-09T13:00:00Z,2026-07-09,06:00:00,PSA-00618,2,Lower,early,drought,0.041117666666666663,0.013859428210908752,1.8657996666666667,0.04017,0.281366,3.0894543333333333,3.0758453333333335,3.6838626666666667,0.5944083333333333,189.7481686666667,537.4762880000001,36.277349088937015,84.23666666666666,83.86666666666666,27.493333333333332,77.86666666666666,77.23333333333333
2026-07-13T13:00:00Z,2026-07-13,06:00:00,PSA-00618,2,Lower,early,drought,-0.02595566666666667,0.0010743078391845303,2.3612746666666666,-0.026244666666666666,-0.184512,3.031289,3.037783333333333,3.631009,0.59972,136.07442233333333,508.4481303333333,40.4195649323129,82.48666666666666,82.66333333333334,27.246666666666666,107.46666666666667,107.06666666666666
2026-07-14T13:00:00Z,2026-07-14,06:00:00,PSA-00618,2,Lower,early,drought,-0.044466,0.019802307163560514,2.298968,-0.04546666666666667,-0.28682233333333335,3.251081666666667,3.2615746666666667,3.789342,0.5382600000000001,172.93727133333334,506.3420513333333,16.934675965145495,84.43,84.70333333333333,27.976666666666667,103.3,102.7
2026-07-15T13:00:00Z,2026-07-15,06:00:00,PSA-00618,2,Lower,early,drought,-0.034028666666666665,0.0012514033455818053,2.1776353333333334,-0.034569333333333334,-0.24750733333333333,3.240035333333333,3.24979,3.8481256666666668,0.6080909999999999,126.996994,498.533366,10.742607078908224,83.40666666666667,83.65666666666667,28.243333333333332,95.63333333333333,94.9
2026-07-16T13:00:00Z,2026-07-16,06:00:00,PSA-00618,2,Lower,early,recovery,0.018923,0.06961407090524156,2.3002593333333334,0.017392666666666664,0.07328866666666665,3.294973666666667,3.2923976666666666,3.6765913333333335,0.3816173333333333,186.783315,517.4533083333333,23.485204056076917,87.31666666666666,87.24666666666667,27.459999999999997,103.4,102.66666666666667
2026-06-22T19:00:00Z,2026-06-22,12:00:00,PSA-00618,2,Lower,midday,predrought,0.18065399999999998,0.09352010464066002,2.9198253333333333,0.16848133333333334,1.5631746666666666,3.1450366666666665,3.107367,3.958817,0.81378,35.10570533333333,156.903488,16.394789725375652,93.72666666666666,92.60000000000001,28.72,156.5,155.29999999999998
2026-06-24T19:00:00Z,2026-06-24,12:00:00,PSA-00618,2,Lower,midday,predrought,-0.11811366666666667,0.027672219721831745,2.9194180000000003,-0.123293,-0.8133093333333333,3.809654,3.829137333333333,4.366974,0.5573203333333333,58.067919333333336,247.408254,22.004977321072236,91.93,92.39333333333333,30.433333333333334,156.43333333333334,154.86666666666667
