"","X","Year","Month","Day","Hour","Minute","Second","tmd5","tmd15","tmd25","tmd35","tmu5","tmu15","tmu25","tmu35","alpha5","beta5","VhrmHRM5","alpha15","beta15","VhrmHRM15","alpha25","beta25","VhrmHRM25","alpha35","beta35","VhrmHRM35","Voltage","EMU","TreeID","Datetime"
"50",50,26,4,13,0,0,14,68.9229229229229,NA,21.2117117117117,82.4684684684685,54.978978978979,NA,NA,NA,0.0506685966120402,0.0397121029773585,-7.35833161592268,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13
"51",51,26,4,13,0,30,14,76.1936936936937,NA,8.94594594594595,11.951951951952,58.464964964965,NA,NA,NA,0.04238289576829,0.0367869262181795,-7.48261712857894,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 00:30:00
"52",52,26,4,13,1,0,14,66.9309309309309,NA,31.9144144144144,22.9079079079079,59.460960960961,NA,NA,NA,0.0341231470872311,0.0251163270991105,-7.60651335879482,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 01:00:00
"53",53,26,4,13,1,30,14,79.4804804804805,NA,51.9279279279279,5.45495495495495,60.954954954955,NA,NA,NA,0.03057487062049,0.0118502596791465,-7.65973750579594,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 01:30:00
"54",54,26,4,13,2,0,14,74.6996996996997,NA,NA,31.9714714714715,58.464964964965,NA,NA,NA,0.0611106092891695,0.0571106065225523,-7.20170142576574,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 02:00:00
"55",55,26,4,13,2,30,14,77.1896896896897,NA,NA,12.9479479479479,61.1541541541542,NA,NA,NA,0.0627903449699554,0.0475940603754363,-7.17650539055396,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 02:30:00
"56",56,26,4,13,3,0,14,72.9069069069069,NA,NA,17.4299299299299,59.958958958959,NA,NA,NA,0.0816615849817453,0.0689812448643146,-6.89343679037711,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 03:00:00
"57",57,26,4,13,3,30,14,66.4329329329329,NA,33.3658658658659,13.2467467467467,58.464964964965,NA,NA,NA,0.0731685983465652,0.059445016643961,-7.02083158990481,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 03:30:00
"58",58,26,4,13,4,0,14,70.4169169169169,NA,NA,2.48998998998999,63.9429429429429,NA,NA,NA,0.0617709738118055,0.0453474021929079,-7.1917959579262,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 04:00:00
"59",59,26,4,13,4,30,14,63.444944944945,NA,27.6886886886887,6.47397397397397,54.978978978979,NA,NA,NA,0.029211802885018,0.0200006667066707,-7.68018352182802,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 04:30:00
"60",60,26,4,13,5,0,14,70.9149149149149,NA,NA,8.46596596596597,67.2297297297297,NA,NA,NA,0.0898238653397842,0.0862359162945275,-6.77100258500653,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 05:00:00
"61",61,26,4,13,5,30,14,62.7477477477478,NA,NA,23.9039039039039,57.468968968969,NA,NA,NA,0.0833019026376257,0.0793778365865381,-6.8688320255389,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 05:30:00
"62",62,26,4,13,6,0,14,58.464964964965,NA,71.2137137137137,21.4099099099099,55.476976976977,NA,NA,NA,-0.0117035353981357,-0.0196812888223588,-8.29391359607532,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 06:00:00
"63",63,26,4,13,6,30,14,63.7437437437437,NA,NA,69.4209209209209,53.6841841841842,NA,NA,NA,-0.028134229530526,-0.033641583520309,-8.54037400806118,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 06:30:00
"64",64,26,4,13,7,0,14,74.6996996996997,NA,21.9119119119119,83.9624624624625,53.484984984985,NA,NA,NA,0.154966629573112,0.123477770815698,-5.7938611215066,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 07:00:00
"65",65,26,4,13,7,30,14,74.7992992992993,NA,16.2147147147147,55.974974974975,52.488988988989,NA,NA,NA,0.286460302545492,0.269575877740239,-3.82145602692091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 07:30:00
"66",66,26,4,13,8,0,14,70.9149149149149,NA,55.2027027027027,51.492992992993,49.4014014014014,NA,NA,NA,0.360059181876882,0.330499132884959,-2.71747283695006,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"R1171_NB",NA,2026-04-13 08:00:00
