"","X","Year","Month","Day","Hour","Minute","Second","tmd5","tmd15","tmd25","tmd35","tmu5","tmu15","tmu25","tmu35","alpha5","beta5","VhrmHRM5","alpha15","beta15","VhrmHRM15","alpha25","beta25","VhrmHRM25","alpha35","beta35","VhrmHRM35","Voltage","EMU","TreeID","Datetime","SF_avg","SF_norm"
"1",1,26,3,30,10,30,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-30 10:30:00,NA,NA
"2",2,26,3,30,11,0,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-30 11:00:00,NA,NA
"3",3,26,3,30,11,30,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-30 11:30:00,NA,NA
"4",4,26,3,30,12,0,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-30 12:00:00,NA,NA
"5",5,26,3,30,12,30,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-30 12:30:00,NA,NA
"6",6,26,3,30,13,0,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-30 13:00:00,NA,NA
"7",7,26,3,30,13,30,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-30 13:30:00,NA,NA
"8",8,26,3,30,14,0,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-30 14:00:00,NA,NA
"9",9,26,3,30,14,30,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-30 14:30:00,NA,NA
"10",10,26,3,31,14,19,5,46.2382382382382,46.2382382382382,46.2382382382382,46.2382382382382,46.2382382382382,46.2382382382382,46.2382382382382,46.2382382382382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-31 14:19:00,NA,NA
"11",11,26,3,31,14,30,14,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,0.398398398398398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R1171_MB",NA,2026-03-31 14:30:00,NA,NA
