TIMESTAMP,TotalSapFlow_L_hr,Vh_Outer_cm_hr,Vh_Inner_cm_hr,Dendro_um,TDR315_VWC,SWC_Outer_percent,SWC_Inner_percent,radiation_mtn1300_PAR,NW_PAR_1m,NW_PAR_3m,NW_PAR_7m,NW_PAR_13m,humidity_mtn_100,humidity_mtn_300,humidity_mtn_700,humidity_mtn_1300,temperature_mtn_100,temperature_mtn_300,temperature_mtn_700,temperature_mtn_1300,VPD_1m,VPD_3m,VPD_7m,VPD_13m
11/19/2021 15:15,3.804,16.33,11.17,3716,40,34.76,43.2,362.832524,3.396,3.396,27.62,18.22,84.5676,75.119471,77.289187,72.095017,28.751681,29.823389,30.645252,37.933527,0.609356485,1.045049795,0.999877957,1.842003127
11/19/2021 15:30,3.82,16.25,11.39,3713,40.1,33.52,41.88,191.720777,3.396,3.396,27.28,16.75,85.366451,76.648135,77.693543,66.378142,28.275001,29.580118,30.306644,37.525884,0.562056864,0.967220471,0.963252365,2.170893981
11/19/2021 15:45,3.859,16.39,11.53,3709,40,33.4,41.86,183.337781,3.396,3.396,30.67,17.2,85.57356,76.089268,76.355552,71.687373,28.196102,29.626142,30.000912,37.509446,0.551566868,0.992994076,1.003301793,1.826458022
11/19/2021 16:00,3.612,15.75,10.33,3704,39.9,35.07,44.49,158.846282,3.396,3.396,35.88,30.79,84.837171,75.066871,75.201657,65.043438,28.077754,29.261235,29.392733,36.835519,0.575744287,1.013917736,1.016110156,2.173884719
11/19/2021 16:15,3.433,15.13,9.64,3702,39.9,36.12,46.28,107.56207,3.396,3.396,27.96,129.9,84.212556,75.168782,74.47513,64.004604,27.985705,28.95879,29.077138,35.31343,0.596257868,0.992292212,1.027010652,2.059231934
11/19/2021 16:30,3.118,13.96,8.51,3699,39.9,37.82,48.34,43.78555,5.433,3.396,25.35,22.19,83.939698,72.785381,73.515195,68.3276,27.857495,28.422936,28.814142,33.081252,0.602049257,1.054299211,1.049554332,1.600443865
11/19/2021 16:45,2.173,10.1,5.51,3699,39.9,45.35,55.3,36.224416,3.396,3.396,22.64,17.66,82.558969,73.71573,72.841268,70.395406,27.344652,27.942968,27.69641,30.346094,0.634516664,0.990232628,1.008573534,1.281294341
11/19/2021 17:00,1.45,6.87,3.53,3700,39.9,52.31,60.6,16.499719,4.528,3.396,20.37,13.81,79.925722,73.258774,72.450062,71.401365,27.035632,27.209867,27.236167,28.156652,0.717213817,0.965217567,0.99594073,1.090907805
11/19/2021 17:15,1.027,4.86,2.51,3699,39.9,56.85,63.16,0.226844,3.396,3.282,18.11,10.64,82.328847,75.98407,72.54211,74.294321,26.529365,26.71675,27.367665,27.374239,0.612848637,0.842123431,1.000282814,0.936810512
11/19/2021 17:30,0.791,3.71,1.97,3699,39.9,59.29,64.21,-3.718095,1.585,0.453,11.77,8.15,83.121123,75.395616,71.40794,74.392944,26.401154,26.401154,27.400539,27.147405,0.580967658,0.846878103,1.043605252,0.920903753
